ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,ID State,State,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,ACS Occupation yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2021,"2021","04000US24","Maryland",12462,779.4215804043407,1.2789157851490895,"Carroll County, MD","05000US24013","carroll-county-md",185698,9600,11997,3.875968992248062,176162,5.41319921435951,13.787991104521868
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2021,"2021","04000US24","Maryland",5765,497.1217154782116,1.1286451540597067,"Carroll County, MD","05000US24013","carroll-county-md",155637,10103,5309,8.589188171030326,154285,0.8763003532423761,6.3784118694887315
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2021,"2021","04000US24","Maryland",4584,458.8518279357728,1.4960394781552826,"Carroll County, MD","05000US24013","carroll-county-md",201947,13559,4337,5.695181000691722,196399,2.824861633715039,5.071750218514544
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2021,"2021","04000US24","Maryland",2272,351.9232870953555,1.2186394048211848,"Carroll County, MD","05000US24013","carroll-county-md",170779,27581,2106,7.88224121557455,161847,5.5187924397733665,2.513747054202671
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2021,"2021","04000US24","Maryland",1018,215.79620015190258,1.0798893043301705,"Carroll County, MD","05000US24013","carroll-county-md",157162,76806,913,11.500547645125959,138911,13.138628330369805,1.1263180022791897
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2021,"2021","04000US24","Maryland",1328,252.24789394561856,0.8224666309802535,"Carroll County, MD","05000US24013","carroll-county-md",109423,26796,1201,10.574521232306411,107582,1.7112528118086667,1.4693028556255048
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2021,"2021","04000US24","Maryland",620,137.24430771438207,0.5867575347277951,"Carroll County, MD","05000US24013","carroll-county-md",136191,41306,678,-8.55457227138643,131684,3.4225874062148782,0.6859697066926302
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2021,"2021","04000US24","Maryland",7100,640.4638943765682,1.2739643097344155,"Carroll County, MD","05000US24013","carroll-county-md",118157,15244,6819,4.120838832673412,107353,10.063994485482473,7.855459544383346
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2021,"2021","04000US24","Maryland",1663,258.99034731047414,0.89945842708801,"Carroll County, MD","05000US24013","carroll-county-md",97352,30482,1469,13.206262763784887,93976,3.5924065718906952,1.839947777790071
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2021,"2021","04000US24","Maryland",4345,473.609543822757,1.134196668081467,"Carroll County, MD","05000US24013","carroll-county-md",158760,17022,4406,-1.3844757149341806,160221,-0.9118654857977418,4.8073199606120625
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2021,"2021","04000US24","Maryland",1779,319.86247044628414,1.0036233075809713,"Carroll County, MD","05000US24013","carroll-county-md",93821,36251,1990,-10.603015075376884,89571,4.744839289502183,1.9682904971067567
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2021,"2021","04000US24","Maryland",2213,344.41980198589044,0.7467962197987127,"Carroll County, MD","05000US24013","carroll-county-md",49177,7513,2168,2.0756457564575648,41674,18.004031290492872,2.448469291791598
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2021,"2021","04000US24","Maryland",3511,377.0795672003457,0.7221863653368593,"Carroll County, MD","05000US24013","carroll-county-md",29354,3912,3392,3.5082547169811322,31119,-5.671776085349786,3.884580064835201
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2021,"2021","04000US24","Maryland",2171,312.6179777300083,0.6686118519474101,"Carroll County, MD","05000US24013","carroll-county-md",49485,14284,2400,-9.541666666666666,51555,-4.015129473377946,2.402000376176936
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2021,"2021","04000US24","Maryland",2370,346.27301367562563,0.995776688082231,"Carroll County, MD","05000US24013","carroll-county-md",42295,23841,2571,-7.8179696616102685,39128,8.09394806787978,2.6221745239702154
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2021,"2021","04000US24","Maryland",1248,237.69307941124413,1.1727805433190477,"Carroll County, MD","05000US24013","carroll-county-md",87750,31540,977,27.73797338792221,111126,-21.035581232114897,1.380790635407101
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2021,"2021","04000US24","Maryland",1164,253.5843055080499,1.326528147685635,"Carroll County, MD","05000US24013","carroll-county-md",167247,32315,921,26.384364820846905,139759,19.668143017623194,1.2878528041777768
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2021,"2021","04000US24","Maryland",8041,596.858442178713,0.9106244342798782,"Carroll County, MD","05000US24013","carroll-county-md",85414,14774,8217,-2.14190093708166,80299,6.369942340502373,8.896584534702322
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2021,"2021","04000US24","Maryland",9816,619.1090372462672,0.9789857514903196,"Carroll County, MD","05000US24013","carroll-county-md",91815,13527,9626,1.9738209017244963,88053,4.27242683383871,10.860449420798158
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2021,"2021","04000US24","Maryland",266,96.64884893261792,0.47533864525567054,"Carroll County, MD","05000US24013","carroll-county-md",31597,19923,332,-19.879518072289155,35102,-9.98518602928608,0.294303132226193
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2021,"2021","04000US24","Maryland",5481,612.2123814494444,1.2072895538226724,"Carroll County, MD","05000US24013","carroll-county-md",78513,25987,5752,-4.7114047287899865,83030,-5.4402023365048775,6.064193487713397
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2021,"2021","04000US24","Maryland",3606,444.2848185567452,1.3004559651091157,"Carroll County, MD","05000US24013","carroll-county-md",132495,26024,3376,6.812796208530806,120952,9.543455254977182,3.989688326344556
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2021,"2021","04000US24","Maryland",3387,502.4669143336704,0.6785391260863121,"Carroll County, MD","05000US24013","carroll-county-md",79379,19330,2915,16.192109777015435,77088,2.971928185969282,3.747386123496675
